PULocationID,PUTimeDate,PUTimeBin,PUNum
024,2018-05-01 00:00:00,5760,3
024,2018-05-01 00:30:00,5761,7
024,2018-05-01 01:00:00,5762,7
024,2018-05-01 01:30:00,5763,2
024,2018-05-01 02:00:00,5764,9
024,2018-05-01 02:30:00,5765,6
024,2018-05-01 03:00:00,5766,2
024,2018-05-01 03:30:00,5767,4
024,2018-05-01 04:00:00,5768,2
024,2018-05-01 04:30:00,5769,2
024,2018-05-01 05:00:00,5770,5
024,2018-05-01 05:30:00,5771,13
024,2018-05-01 06:00:00,5772,17
024,2018-05-01 06:30:00,5773,24
024,2018-05-01 07:00:00,5774,22
024,2018-05-01 07:30:00,5775,35
024,2018-05-01 08:00:00,5776,40
024,2018-05-01 08:30:00,5777,37
024,2018-05-01 09:00:00,5778,33
024,2018-05-01 09:30:00,5779,30
024,2018-05-01 10:00:00,5780,19
024,2018-05-01 10:30:00,5781,26
024,2018-05-01 11:00:00,5782,21
024,2018-05-01 11:30:00,5783,13
024,2018-05-01 12:00:00,5784,23
024,2018-05-01 12:30:00,5785,32
024,2018-05-01 13:00:00,5786,19
024,2018-05-01 13:30:00,5787,22
024,2018-05-01 14:00:00,5788,14
024,2018-05-01 14:30:00,5789,21
024,2018-05-01 15:00:00,5790,30
024,2018-05-01 15:30:00,5791,30
024,2018-05-01 16:00:00,5792,22
024,2018-05-01 16:30:00,5793,20
024,2018-05-01 17:00:00,5794,22
024,2018-05-01 17:30:00,5795,29
024,2018-05-01 18:00:00,5796,20
024,2018-05-01 18:30:00,5797,31
024,2018-05-01 19:00:00,5798,15
024,2018-05-01 19:30:00,5799,16
024,2018-05-01 20:00:00,5800,25
024,2018-05-01 20:30:00,5801,35
024,2018-05-01 21:00:00,5802,21
024,2018-05-01 21:30:00,5803,20
024,2018-05-01 22:00:00,5804,11
024,2018-05-01 22:30:00,5805,11
024,2018-05-01 23:00:00,5806,11
024,2018-05-01 23:30:00,5807,11
024,2018-05-02 00:00:00,5808,5
024,2018-05-02 00:30:00,5809,8
024,2018-05-02 01:00:00,5810,1
024,2018-05-02 01:30:00,5811,9
024,2018-05-02 02:00:00,5812,1
024,2018-05-02 02:30:00,5813,1
024,2018-05-02 03:00:00,5814,4
024,2018-05-02 03:30:00,5815,1
024,2018-05-02 04:00:00,5816,1
024,2018-05-02 04:30:00,5817,2
024,2018-05-02 05:00:00,5818,9
024,2018-05-02 05:30:00,5819,6
024,2018-05-02 06:00:00,5820,12
024,2018-05-02 06:30:00,5821,23
024,2018-05-02 07:00:00,5822,28
024,2018-05-02 07:30:00,5823,33
024,2018-05-02 08:00:00,5824,42
024,2018-05-02 08:30:00,5825,42
024,2018-05-02 09:00:00,5826,24
024,2018-05-02 09:30:00,5827,24
024,2018-05-02 10:00:00,5828,26
024,2018-05-02 10:30:00,5829,28
024,2018-05-02 11:00:00,5830,22
024,2018-05-02 11:30:00,5831,21
024,2018-05-02 12:00:00,5832,21
024,2018-05-02 12:30:00,5833,18
024,2018-05-02 13:00:00,5834,18
024,2018-05-02 13:30:00,5835,21
024,2018-05-02 14:00:00,5836,21
024,2018-05-02 14:30:00,5837,26
024,2018-05-02 15:00:00,5838,25
024,2018-05-02 15:30:00,5839,22
024,2018-05-02 16:00:00,5840,22
024,2018-05-02 16:30:00,5841,16
024,2018-05-02 17:00:00,5842,18
024,2018-05-02 17:30:00,5843,27
024,2018-05-02 18:00:00,5844,26
024,2018-05-02 18:30:00,5845,27
024,2018-05-02 19:00:00,5846,29
024,2018-05-02 19:30:00,5847,26
024,2018-05-02 20:00:00,5848,14
024,2018-05-02 20:30:00,5849,21
024,2018-05-02 21:00:00,5850,11
024,2018-05-02 21:30:00,5851,22
024,2018-05-02 22:00:00,5852,11
024,2018-05-02 22:30:00,5853,13
024,2018-05-02 23:00:00,5854,16
024,2018-05-02 23:30:00,5855,13
024,2018-05-03 00:00:00,5856,12
024,2018-05-03 00:30:00,5857,6
024,2018-05-03 01:00:00,5858,1
024,2018-05-03 01:30:00,5859,1
024,2018-05-03 02:00:00,5860,5
024,2018-05-03 02:30:00,5861,1
024,2018-05-03 03:00:00,5862,2
024,2018-05-03 03:30:00,5863,5
024,2018-05-03 04:00:00,5864,0
024,2018-05-03 04:30:00,5865,3
024,2018-05-03 05:00:00,5866,7
024,2018-05-03 05:30:00,5867,7
024,2018-05-03 06:00:00,5868,12
024,2018-05-03 06:30:00,5869,24
024,2018-05-03 07:00:00,5870,30
024,2018-05-03 07:30:00,5871,42
024,2018-05-03 08:00:00,5872,36
